block,stimulus,response,score,rt,name
4,white3,l,1,801,p28
4,white5,l,1,578,p28
4,black1,a,1,677,p28
4,white1,l,1,576,p28
4,black2,a,1,598,p28
4,white2,l,1,1072,p28
4,black5,a,1,702,p28
4,black3,a,1,548,p28
4,white4,l,1,822,p28
4,black4,a,1,592,p28
5,love,a,1,1118,p28
5,black4,a,1,1048,p28
5,black2,a,1,608,p28
5,black1,a,1,585,p28
5,nasty,l,1,972,p28
5,white1,l,1,646,p28
5,pleasure,a,1,694,p28
5,bad,l,1,675,p28
5,black3,a,1,674,p28
5,agony,l,1,609,p28
5,joy,a,1,554,p28
5,hurt,l,1,966,p28
5,white4,l,1,770,p28
5,white3,l,1,466,p28
5,good,a,1,627,p28
5,happy,a,1,540,p28
5,evil,l,1,744,p28
5,white2,l,1,1688,p28
5,black5,a,1,657,p28
5,white5,l,1,704,p28
1,evil,l,1,1383,p29
1,agony,l,1,1034,p29
1,nasty,l,1,616,p29
1,hurt,l,1,539,p29
1,good,a,1,486,p29
1,joy,a,1,453,p29
1,pleasure,a,1,617,p29
1,love,a,1,444,p29
1,happy,a,1,437,p29
1,bad,l,1,477,p29
2,black5,l,1,656,p29
2,white2,l,0,471,p29
2,black2,l,1,534,p29
2,white3,a,1,546,p29
2,black4,l,1,470,p29
2,black3,l,1,502,p29
2,white1,a,1,571,p29
2,black1,l,1,470,p29
2,white4,a,1,531,p29
2,white5,a,1,777,p29
3,white5,a,1,657,p29
3,good,a,1,505,p29
3,black1,l,1,582,p29
3,nasty,l,1,449,p29
3,black4,l,1,482,p29
3,black5,l,1,520,p29
3,evil,l,1,797,p29
3,white3,a,1,576,p29
3,white4,a,1,475,p29
3,bad,l,1,505,p29
3,agony,l,1,671,p29
3,hurt,l,1,510,p29
3,happy,a,1,571,p29
3,white2,a,1,565,p29
3,black3,l,1,466,p29
3,love,a,1,457,p29
3,white1,a,1,488,p29
3,black2,l,1,351,p29
3,pleasure,a,1,458,p29
3,joy,a,1,411,p29
4,white2,l,1,665,p29
4,white5,l,1,510,p29
4,black5,a,1,621,p29
4,black4,a,1,695,p29
4,white1,l,1,571,p29
4,black2,a,1,397,p29
4,black1,a,1,496,p29
4,white3,l,1,590,p29
4,black3,a,1,577,p29
4,white4,l,1,379,p29
5,nasty,l,1,985,p29
5,black2,a,1,594,p29
5,black4,a,1,757,p29
5,black1,a,1,696,p29
5,bad,a,0,927,p29
5,black3,a,1,1082,p29
5,white5,l,1,721,p29
5,white3,l,1,719,p29
5,pleasure,l,0,620,p29
5,white2,l,1,940,p29
5,evil,l,1,1296,p29
5,happy,a,1,949,p29
5,joy,a,1,723,p29
5,love,a,1,727,p29
5,agony,l,1,1422,p29
5,hurt,l,1,731,p29
5,black5,a,1,672,p29
5,white4,l,1,614,p29
5,good,a,1,552,p29
5,white1,l,1,739,p29
1,nasty,l,1,2322,p30
1,bad,l,1,622,p30
1,evil,l,1,519,p30
1,hurt,l,1,516,p30
1,joy,a,1,490,p30
1,happy,a,1,367,p30
1,love,a,1,395,p30
1,good,a,1,461,p30
1,agony,l,1,702,p30
1,pleasure,a,1,571,p30
2,black3,l,1,949,p30
2,black1,l,1,1001,p30
2,white1,a,1,970,p30
2,black2,l,1,854,p30
2,black4,l,1,533,p30
2,black5,l,1,650,p30
2,white3,a,1,542,p30
2,white4,a,1,455,p30
2,white5,a,1,516,p30
2,white2,a,1,668,p30
3,white1,a,1,2098,p30
3,joy,a,1,590,p30
3,white5,a,1,539,p30
3,love,a,1,574,p30
3,bad,l,1,415,p30
3,happy,a,1,539,p30
3,pleasure,a,1,478,p30
3,agony,l,1,661,p30
3,white4,a,1,645,p30
3,hurt,l,1,565,p30
3,black5,l,1,593,p30
3,evil,l,1,490,p30
3,white3,a,1,598,p30
3,black3,l,1,450,p30
3,black2,l,1,394,p30
3,black4,l,1,517,p30
3,black1,l,1,528,p30
3,good,a,1,613,p30
3,white2,a,1,815,p30
3,nasty,l,1,569,p30
4,black5,a,1,726,p30
4,black1,a,1,1257,p30
4,black3,a,1,529,p30
4,white4,l,1,638,p30
4,white3,l,1,750,p30
4,white5,l,1,441,p30
4,white2,l,1,787,p30
4,black2,a,1,677,p30
4,white1,l,1,651,p30
4,black4,a,1,493,p30
5,white5,l,1,785,p30
5,black2,a,1,675,p30
5,bad,l,1,1137,p30
5,white3,l,1,1029,p30
5,happy,a,1,726,p30
5,white4,l,1,1327,p30
5,hurt,l,1,1014,p30
5,black4,a,1,712,p30
5,pleasure,a,1,366,p30
5,joy,a,1,385,p30
5,love,a,1,460,p30
5,black1,a,1,811,p30
5,nasty,l,1,878,p30
5,black3,a,1,459,p30
5,good,a,1,1267,p30
5,black5,a,1,682,p30
5,evil,l,1,594,p30
5,white2,l,1,420,p30
5,agony,a,0,684,p30
5,white1,l,1,866,p30
1,joy,a,1,737,p31
1,agony,l,1,684,p31
1,bad,l,1,564,p31
1,love,a,1,616,p31
1,hurt,l,1,545,p31
1,pleasure,a,1,607,p31
1,nasty,l,1,564,p31
1,happy,a,1,480,p31
1,evil,l,1,504,p31
1,good,a,1,540,p31
2,white5,a,1,1047,p31
2,black2,l,1,638,p31
2,white1,a,1,648,p31
2,white3,a,1,775,p31
2,white2,a,1,587,p31
2,black3,l,1,652,p31
2,black1,l,1,641,p31
2,black5,l,1,545,p31
2,white4,a,1,583,p31
2,black4,l,1,546,p31
3,happy,a,1,728,p31
3,love,a,1,532,p31
3,white3,a,1,490,p31
3,pleasure,a,1,591,p31
3,black5,l,1,539,p31
3,black2,l,1,531,p31
3,black3,l,1,505,p31
3,nasty,l,1,733,p31
3,joy,a,1,573,p31
3,white2,a,1,599,p31
3,black4,l,1,506,p31
3,hurt,l,1,630,p31
3,white4,a,1,590,p31
3,bad,l,1,658,p31
3,good,a,1,547,p31
3,black1,l,1,590,p31
3,white5,a,1,558,p31
3,evil,l,1,565,p31
3,white1,a,1,607,p31
3,agony,l,1,594,p31
4,black1,a,1,708,p31
4,white2,l,1,1250,p31
4,white1,l,1,601,p31
4,white3,l,1,539,p31
4,black5,a,1,518,p31
4,black3,a,1,572,p31
4,black4,a,1,553,p31
4,white5,l,1,603,p31
4,black2,a,1,557,p31
4,white4,l,1,528,p31
5,evil,l,1,1278,p31
5,black1,a,1,692,p31
5,joy,a,1,1042,p31
5,black3,a,1,808,p31
5,agony,l,1,660,p31
5,love,a,1,843,p31
5,good,a,1,1091,p31
5,black2,a,1,609,p31
5,pleasure,a,1,626,p31
5,nasty,l,1,555,p31
5,white4,l,1,406,p31
5,hurt,a,0,591,p31
5,black5,a,1,1121,p31
5,white3,l,1,580,p31
5,black4,a,1,663,p31
5,happy,a,1,1247,p31
5,white1,l,1,750,p31
5,white5,l,1,690,p31
5,white2,l,1,601,p31
5,bad,l,1,946,p31
1,nasty,l,1,1120,p32
1,love,a,1,721,p32
1,joy,a,1,528,p32
1,good,a,1,496,p32
1,hurt,l,1,723,p32
1,evil,l,1,568,p32
1,happy,a,1,419,p32
1,bad,l,1,467,p32
1,pleasure,a,1,459,p32
1,agony,l,1,515,p32
2,white3,a,1,1582,p32
2,black5,l,1,598,p32
2,white5,a,1,520,p32
2,white2,a,1,709,p32
2,black4,l,1,494,p32
2,white1,a,1,552,p32
2,black2,l,1,564,p32
2,black1,l,1,611,p32
2,white4,a,1,576,p32
2,black3,l,1,483,p32
3,black3,l,1,652,p32
3,black2,l,1,556,p32
3,nasty,l,1,695,p32
3,white5,a,1,541,p32
3,white1,a,1,522,p32
3,joy,a,1,399,p32
3,good,a,1,610,p32
3,pleasure,a,1,572,p32
3,love,a,1,439,p32
3,white4,a,1,622,p32
3,hurt,l,1,646,p32
3,black4,l,1,519,p32
3,agony,l,1,644,p32
3,bad,l,1,572,p32
3,black1,l,1,483,p32
3,white2,a,1,534,p32
3,evil,l,1,534,p32
3,happy,a,1,535,p32
3,black5,l,1,410,p32
3,white3,a,1,365,p32
4,black5,a,1,424,p32
4,white3,l,1,354,p32
4,black2,a,1,405,p32
4,black3,a,1,463,p32
4,white4,l,1,446,p32
4,black4,a,1,422,p32
4,white5,l,1,424,p32
4,white2,l,1,657,p32
4,white1,l,1,507,p32
4,black1,a,1,390,p32
5,white2,l,1,648,p32
5,agony,l,1,576,p32
5,black4,a,1,515,p32
5,black5,a,1,536,p32
5,nasty,l,1,885,p32
5,white5,l,1,666,p32
5,love,a,1,813,p32
5,white4,l,1,507,p32
5,pleasure,a,1,520,p32
5,joy,a,1,505,p32
5,good,a,1,667,p32
5,bad,l,1,518,p32
5,white3,a,0,343,p32
5,hurt,l,1,859,p32
5,evil,a,0,986,p32
5,white1,l,1,1112,p32
5,happy,a,1,760,p32
5,black1,a,1,644,p32
5,black3,a,1,587,p32
5,black2,a,1,607,p32
1,good,a,1,1024,p33
1,joy,a,1,706,p33
1,bad,l,1,616,p33
1,happy,a,1,586,p33
1,love,a,1,468,p33
1,agony,l,1,595,p33
1,hurt,l,1,517,p33
1,pleasure,a,1,651,p33
1,nasty,l,1,520,p33
1,evil,l,1,543,p33
2,white3,a,1,1105,p33
2,white4,a,1,1255,p33
2,black5,l,1,861,p33
2,black2,l,1,604,p33
2,black3,l,1,869,p33
2,black1,l,1,714,p33
2,white2,a,1,810,p33
2,white1,a,1,603,p33
2,black4,l,1,741,p33
2,white5,a,1,841,p33
3,black5,l,1,749,p33
3,love,a,1,554,p33
3,white5,a,1,461,p33
3,white4,a,1,581,p33
3,black4,l,1,560,p33
3,white2,a,1,588,p33
3,black3,l,1,574,p33
3,white1,a,1,537,p33
3,good,a,1,533,p33
3,nasty,l,1,570,p33
3,black1,l,1,580,p33
3,pleasure,a,1,527,p33
3,happy,a,1,773,p33
3,hurt,l,1,968,p33
3,agony,l,1,593,p33
3,white3,a,1,634,p33
3,bad,l,1,595,p33
3,joy,a,1,565,p33
3,evil,l,1,624,p33
3,black2,l,1,824,p33
4,white4,l,1,1418,p33
4,white5,l,1,657,p33
4,black2,a,1,648,p33
4,black1,a,1,527,p33
4,white3,l,1,735,p33
4,white1,l,1,629,p33
4,white2,l,1,597,p33
4,black4,a,1,503,p33
4,black5,a,1,501,p33
4,black3,a,1,537,p33
5,nasty,l,1,2006,p33
5,black2,a,1,686,p33
5,love,a,1,596,p33
5,white5,l,1,543,p33
5,white1,l,1,595,p33
5,evil,l,1,997,p33
5,bad,l,1,559,p33
5,black5,a,1,771,p33
5,black3,a,1,607,p33
5,black4,a,1,543,p33
5,joy,a,1,531,p33
5,good,a,1,648,p33
5,agony,l,1,647,p33
5,white2,l,1,647,p33
5,white3,l,1,559,p33
5,black1,a,1,530,p33
5,white4,l,1,602,p33
5,hurt,l,1,875,p33
5,pleasure,a,1,592,p33
5,happy,a,1,458,p33
1,bad,l,1,795,p34
1,agony,l,1,730,p34
1,good,a,1,515,p34
1,love,a,1,552,p34
1,pleasure,a,1,628,p34
1,happy,a,1,629,p34
1,nasty,l,1,578,p34
1,joy,a,1,567,p34
1,hurt,l,1,706,p34
1,evil,l,1,447,p34
2,black4,l,1,1191,p34
2,black1,l,1,3790,p34
2,white4,a,1,7075,p34
2,black5,l,1,1322,p34
2,black3,l,1,2400,p34
2,black2,l,1,1486,p34
2,white3,a,1,888,p34
2,white5,a,1,1298,p34
2,white2,a,1,1111,p34
2,white1,a,1,965,p34
3,black2,a,0,6052,p34
3,good,a,1,4875,p34
3,white4,a,1,7819,p34
3,white2,a,1,4070,p34
3,white5,a,1,1193,p34
3,white3,a,1,1122,p34
3,evil,l,1,1079,p34
3,hurt,l,1,1214,p34
3,agony,l,1,806,p34
3,black1,l,1,1759,p34
3,joy,a,1,2410,p34
3,bad,l,1,797,p34
3,nasty,l,1,602,p34
3,love,a,1,568,p34
3,black4,l,1,959,p34
3,white1,a,1,910,p34
3,pleasure,a,1,1056,p34
3,happy,a,1,498,p34
3,black3,l,1,765,p34
3,black5,l,1,919,p34
4,black2,a,1,1092,p34
4,white3,l,1,773,p34
4,white5,l,1,1181,p34
4,white1,l,1,955,p34
4,black5,a,1,626,p34
4,white2,l,1,758,p34
4,black1,a,1,837,p34
4,white4,l,1,1733,p34
4,black4,a,1,1000,p34
4,black3,a,1,914,p34
5,black5,a,1,884,p34
5,pleasure,a,1,3599,p34
5,white4,l,1,1750,p34
5,black2,a,1,1828,p34
5,white1,l,1,1233,p34
5,happy,a,1,3624,p34
5,black1,a,1,2126,p34
5,white2,l,1,718,p34
5,good,a,1,535,p34
5,nasty,l,1,648,p34
5,joy,a,1,539,p34
5,black4,a,1,1219,p34
5,agony,l,1,1007,p34
5,evil,l,1,510,p34
5,white3,l,1,1126,p34
5,love,a,1,556,p34
5,hurt,l,1,693,p34
5,bad,l,1,675,p34
5,white5,l,1,1101,p34
5,black3,a,1,2599,p34
1,love,a,1,1214,p35
1,good,a,1,1061,p35
1,bad,l,1,1270,p35
1,hurt,l,1,1396,p35
1,pleasure,a,1,895,p35
1,happy,a,1,630,p35
1,joy,a,1,863,p35
1,agony,l,1,1365,p35
1,nasty,l,1,702,p35
1,evil,l,1,810,p35
2,white5,a,1,1308,p35
2,white3,a,1,1785,p35
2,black1,l,1,1219,p35
2,white1,a,1,1214,p35
2,black5,l,1,770,p35
2,black3,l,1,1403,p35
2,white4,a,1,722,p35
2,black2,l,1,723,p35
2,white2,a,1,783,p35
2,black4,l,1,1234,p35
3,black1,l,1,1509,p35
3,happy,a,1,811,p35
3,black3,l,1,811,p35
3,evil,l,1,657,p35
3,love,a,1,634,p35
3,black2,l,1,747,p35
3,white4,a,1,544,p35
3,joy,a,1,555,p35
3,white3,a,1,775,p35
3,white1,a,1,657,p35
3,good,a,1,569,p35
3,agony,l,1,565,p35
3,nasty,l,1,608,p35
3,hurt,l,1,578,p35
3,white5,a,1,413,p35
3,bad,l,1,462,p35
3,black4,l,1,662,p35
3,white2,a,1,845,p35
3,pleasure,a,1,660,p35
3,black5,l,1,564,p35
4,white2,l,1,706,p35
4,white4,l,1,478,p35
4,black4,a,1,518,p35
4,black2,a,1,598,p35
4,white5,l,1,833,p35
4,white1,l,1,549,p35
4,black3,a,1,424,p35
4,black1,a,1,418,p35
4,white3,l,1,604,p35
4,black5,a,1,532,p35
5,black1,a,1,930,p35
5,love,a,1,735,p35
5,black2,a,1,643,p35
5,evil,l,1,755,p35
5,hurt,l,1,774,p35
5,bad,l,1,1975,p35
5,white2,l,1,754,p35
5,pleasure,a,1,622,p35
5,agony,l,1,564,p35
5,happy,l,0,722,p35
5,joy,a,1,1430,p35
5,nasty,l,1,1176,p35
5,white5,l,1,1209,p35
5,white1,l,1,1175,p35
5,good,a,1,1012,p35
5,black3,a,1,838,p35
5,black4,a,1,820,p35
5,black5,a,1,716,p35
5,white3,l,1,754,p35
5,white4,l,1,699,p35
1,hurt,l,1,2039,p36
1,love,a,1,1125,p36
1,pleasure,a,1,1153,p36
1,happy,a,1,1076,p36
1,evil,l,1,850,p36
1,joy,a,1,1331,p36
1,agony,l,1,1252,p36
1,nasty,l,1,868,p36
1,good,a,1,887,p36
1,bad,l,1,1184,p36
2,white3,a,1,4189,p36
2,black3,l,1,2524,p36
2,white4,a,1,2416,p36
2,black5,l,1,1360,p36
2,black4,l,1,1210,p36
2,white2,a,1,1363,p36
2,white5,a,1,1853,p36
2,black2,l,1,1498,p36
2,black1,l,1,1361,p36
2,white1,a,1,923,p36
3,pleasure,a,1,1388,p36
3,black4,l,1,1264,p36
3,white5,a,1,1123,p36
3,joy,a,1,1276,p36
3,black1,l,1,1237,p36
3,black5,l,1,586,p36
3,hurt,l,1,1335,p36
3,happy,a,1,614,p36
3,evil,l,1,748,p36
3,white3,a,1,1385,p36
3,black2,l,1,593,p36
3,bad,l,1,1352,p36
3,white4,a,1,1998,p36
3,black3,l,1,595,p36
3,white1,a,1,609,p36
3,good,a,1,791,p36
3,nasty,l,1,773,p36
3,white2,a,1,567,p36
3,agony,l,1,585,p36
3,love,a,1,580,p36
4,white1,a,0,896,p36
4,black2,l,0,1479,p36
4,black5,a,1,2740,p36
4,white2,l,1,1670,p36
4,black4,a,1,935,p36
4,black1,a,1,896,p36
4,white3,l,1,1230,p36
4,black3,a,1,701,p36
4,white4,l,1,787,p36
4,white5,l,1,1088,p36
5,joy,a,1,1025,p36
5,black4,a,1,1050,p36
5,black5,a,1,1290,p36
5,white2,l,1,1175,p36
5,love,a,1,1029,p36
5,agony,l,1,970,p36
5,white4,l,1,1569,p36
5,white3,l,1,696,p36
5,happy,a,1,1245,p36
5,bad,l,1,612,p36
5,nasty,l,1,550,p36
5,pleasure,a,1,842,p36
5,black3,l,0,569,p36
5,evil,l,1,1756,p36
5,black2,a,1,1485,p36
5,hurt,l,1,1029,p36
5,black1,a,1,1557,p36
5,white1,l,1,1963,p36
5,white5,l,1,762,p36
5,good,a,1,850,p36
1,hurt,l,1,1127,p37
1,happy,a,1,813,p37
1,bad,l,1,749,p37
1,agony,l,1,1409,p37
1,evil,l,1,691,p37
1,pleasure,l,0,1600,p37
1,nasty,l,1,754,p37
1,good,a,1,853,p37
1,love,a,1,625,p37
1,joy,a,1,549,p37
2,white2,a,1,2924,p37
2,white5,a,1,1299,p37
2,black3,l,1,1791,p37
2,black5,l,1,1385,p37
2,white1,a,1,1482,p37
2,white3,a,1,1480,p37
2,black4,l,1,1253,p37
2,black1,l,1,1428,p37
2,white4,a,1,1171,p37
2,black2,l,1,1118,p37
3,black3,l,1,2186,p37
3,black4,l,1,2367,p37
3,happy,a,1,907,p37
3,good,a,1,696,p37
3,white4,a,1,1227,p37
3,bad,l,1,727,p37
3,love,a,1,904,p37
3,joy,a,1,695,p37
3,black1,l,1,1175,p37
3,black5,l,1,830,p37
3,white3,a,1,865,p37
3,black2,l,1,977,p37
3,agony,l,1,915,p37
3,white2,a,1,849,p37
3,white1,a,1,537,p37
3,white5,a,1,781,p37
3,pleasure,a,1,1160,p37
3,hurt,l,1,707,p37
3,evil,l,1,696,p37
3,nasty,l,1,680,p37
4,white3,l,1,930,p37
4,white2,l,1,728,p37
4,white1,l,1,692,p37
4,black4,a,1,754,p37
4,black1,a,1,589,p37
4,black5,a,1,647,p37
4,black2,a,1,640,p37
4,white4,l,1,735,p37
4,black3,a,1,556,p37
4,white5,l,1,652,p37
5,joy,a,1,678,p37
5,black5,a,1,701,p37
5,white4,l,1,819,p37
5,white3,l,1,757,p37
5,white5,l,1,665,p37
5,love,a,1,903,p37
5,agony,l,1,725,p37
5,white2,l,1,919,p37
5,black1,a,1,750,p37
5,black3,a,1,705,p37
5,good,a,1,694,p37
5,nasty,l,1,764,p37
5,black4,a,1,846,p37
5,black2,a,1,928,p37
5,white1,l,1,676,p37
5,happy,a,1,660,p37
5,bad,l,1,779,p37
5,evil,l,1,804,p37
5,hurt,l,1,826,p37
5,pleasure,a,1,711,p37
1,agony,l,1,911,p38
1,joy,a,1,571,p38
1,evil,l,1,462,p38
1,hurt,l,1,538,p38
1,love,a,1,411,p38
1,happy,a,1,376,p38
1,nasty,l,1,535,p38
1,pleasure,a,1,474,p38
1,good,a,1,474,p38
1,bad,l,1,529,p38
2,white4,a,1,1086,p38
2,black2,l,1,652,p38
2,white3,a,1,901,p38
2,black4,l,1,544,p38
2,black5,l,1,669,p38
2,white2,a,1,570,p38
2,black3,l,1,551,p38
2,white5,a,1,938,p38
2,black1,l,1,474,p38
2,white1,a,1,604,p38
3,good,a,1,650,p38
3,white5,a,1,989,p38
3,nasty,l,1,624,p38
3,white1,a,1,784,p38
3,agony,l,1,615,p38
3,happy,a,1,651,p38
3,white3,a,1,1242,p38
3,joy,a,1,593,p38
3,white2,a,1,651,p38
3,love,a,1,916,p38
3,black4,l,1,565,p38
3,black2,l,1,491,p38
3,black5,l,1,610,p38
3,black1,l,1,683,p38
3,evil,l,1,601,p38
3,pleasure,a,1,491,p38
3,white4,l,0,809,p38
3,bad,l,1,768,p38
3,hurt,l,1,766,p38
3,black3,l,1,682,p38
4,white4,l,1,738,p38
4,black2,a,1,455,p38
4,white2,l,1,425,p38
4,black3,a,1,408,p38
4,black5,a,1,433,p38
4,black4,a,1,447,p38
4,white3,l,1,610,p38
4,white5,l,1,659,p38
4,white1,l,1,579,p38
4,black1,a,1,486,p38
5,white3,l,1,1183,p38
5,white1,l,1,604,p38
5,black3,a,1,622,p38
5,agony,l,1,511,p38
5,pleasure,a,1,885,p38
5,love,a,1,523,p38
5,white4,l,1,736,p38
5,black1,a,1,524,p38
5,white5,l,1,737,p38
5,black5,a,1,377,p38
5,good,a,1,552,p38
5,nasty,l,1,504,p38
5,black4,a,1,545,p38
5,joy,a,1,849,p38
5,bad,l,1,556,p38
5,black2,a,1,536,p38
5,happy,a,1,496,p38
5,hurt,l,1,538,p38
5,evil,l,1,478,p38
5,white2,a,0,615,p38
1,agony,l,1,1593,p39
1,nasty,l,1,959,p39
1,bad,l,1,514,p39
1,pleasure,a,1,591,p39
1,love,a,1,697,p39
1,evil,l,1,575,p39
1,joy,a,1,487,p39
1,good,a,1,712,p39
1,happy,a,1,571,p39
1,hurt,l,1,600,p39
2,white3,a,1,1209,p39
2,white4,a,1,1945,p39
2,black4,l,1,812,p39
2,black1,a,0,877,p39
2,black3,l,1,835,p39
2,black2,l,1,963,p39
2,white5,a,1,1063,p39
2,white1,a,1,1313,p39
2,white2,a,1,906,p39
2,black5,l,1,547,p39
3,black4,l,1,1681,p39
3,joy,a,1,1266,p39
3,black5,l,1,685,p39
3,black3,l,1,1062,p39
3,white3,a,1,1121,p39
3,bad,l,1,1282,p39
3,nasty,l,1,1158,p39
3,evil,l,1,795,p39
3,black1,l,1,1146,p39
3,white2,a,1,1057,p39
3,white4,a,1,1286,p39
3,white5,a,1,1222,p39
3,love,a,1,944,p39
3,good,a,1,586,p39
3,happy,a,1,608,p39
3,hurt,a,0,526,p39
3,black2,l,1,1121,p39
3,agony,l,1,1406,p39
3,white1,a,1,807,p39
3,pleasure,a,1,740,p39
4,white2,l,1,2792,p39
4,white4,l,1,1169,p39
4,black4,a,1,868,p39
4,black2,a,1,747,p39
4,white1,l,1,1351,p39
4,white5,l,1,1441,p39
4,black1,a,1,969,p39
4,black5,a,1,780,p39
4,black3,a,1,471,p39
4,white3,l,1,597,p39
5,hurt,l,1,796,p39
5,joy,a,1,1391,p39
5,black1,a,1,1008,p39
5,black4,a,1,658,p39
5,good,l,0,690,p39
5,white1,l,1,1007,p39
5,white5,l,1,851,p39
5,bad,l,1,871,p39
5,agony,l,1,806,p39
5,black2,a,1,631,p39
5,happy,a,1,1471,p39
5,white2,l,1,997,p39
5,white4,l,1,767,p39
5,evil,a,0,544,p39
5,love,l,0,1750,p39
5,black5,a,1,1341,p39
5,black3,a,1,917,p39
5,pleasure,a,1,1266,p39
5,nasty,l,1,1010,p39
5,white3,a,0,1303,p39
1,hurt,l,1,940,p40
1,pleasure,a,1,624,p40
1,love,a,1,438,p40
1,nasty,l,1,481,p40
1,joy,a,1,448,p40
1,evil,l,1,472,p40
1,bad,l,1,494,p40
1,good,a,1,498,p40
1,agony,l,1,499,p40
1,happy,a,1,468,p40
2,black2,l,1,679,p40
2,black5,l,1,626,p40
2,white3,a,1,542,p40
2,black4,l,1,542,p40
2,white5,a,1,503,p40
2,black3,l,1,572,p40
2,white4,a,1,679,p40
2,white1,a,1,592,p40
2,black1,a,0,647,p40
2,white2,l,0,439,p40
3,bad,l,1,878,p40
3,good,a,1,457,p40
3,black1,l,1,619,p40
3,white4,a,1,552,p40
3,joy,a,1,512,p40
3,pleasure,a,1,474,p40
3,white1,a,1,572,p40
3,love,a,1,419,p40
3,white5,a,1,513,p40
3,white2,a,1,461,p40
3,black5,l,1,485,p40
3,black4,l,1,563,p40
3,nasty,l,1,511,p40
3,black2,l,1,460,p40
3,white3,a,1,552,p40
3,happy,a,1,448,p40
3,hurt,l,1,536,p40
3,agony,l,1,508,p40
3,black3,l,1,506,p40
3,evil,l,1,599,p40
4,white3,l,1,621,p40
4,white4,l,1,470,p40
4,black4,a,1,405,p40
4,black1,a,1,619,p40
4,white2,l,1,439,p40
4,black2,a,1,428,p40
4,white5,l,1,465,p40
4,white1,l,1,528,p40
4,black5,a,1,518,p40
4,black3,a,1,562,p40
5,black4,a,1,562,p40
5,black2,a,1,810,p40
5,agony,l,1,795,p40
5,happy,a,1,765,p40
5,good,a,1,720,p40
5,bad,l,1,621,p40
5,white1,l,1,585,p40
5,hurt,l,1,568,p40
5,white2,l,1,512,p40
5,black5,a,1,489,p40
5,black1,a,1,560,p40
5,white4,l,1,507,p40
5,evil,l,1,465,p40
5,love,a,1,499,p40
5,white3,l,1,533,p40
5,white5,l,1,453,p40
5,black3,a,1,506,p40
5,joy,a,1,683,p40
5,pleasure,a,1,558,p40
5,nasty,l,1,498,p40
1,happy,a,1,1355,p41
1,joy,a,1,878,p41
1,agony,l,1,701,p41
1,bad,l,1,812,p41
1,love,a,1,588,p41
1,good,a,1,703,p41
1,pleasure,a,1,451,p41
1,nasty,l,1,562,p41
1,hurt,l,1,983,p41
1,evil,l,1,456,p41
2,white4,a,1,1370,p41
2,black1,l,1,2348,p41
2,black3,l,1,1215,p41
2,white5,a,1,775,p41
2,white3,a,1,667,p41
2,black2,l,1,722,p41
2,white2,a,1,1327,p41
2,white1,a,1,1004,p41
2,black5,l,1,756,p41
2,black4,l,1,752,p41
3,good,a,1,993,p41
3,black3,l,1,811,p41
3,pleasure,a,1,934,p41
3,white5,a,1,849,p41
3,white4,a,1,906,p41
3,hurt,l,1,896,p41
3,white3,a,1,742,p41
3,bad,l,1,842,p41
3,joy,a,1,977,p41
3,love,a,1,635,p41
3,happy,a,1,460,p41
3,white2,a,1,1236,p41
3,nasty,l,1,627,p41
3,white1,a,1,468,p41
3,agony,l,1,699,p41
3,black1,l,1,730,p41
3,black2,l,1,766,p41
3,black4,l,1,650,p41
3,evil,l,1,738,p41
3,black5,l,1,518,p41
4,white1,l,1,1003,p41
4,black5,a,1,596,p41
4,black2,a,1,647,p41
4,white2,l,1,807,p41
4,white4,l,1,808,p41
4,black3,a,1,906,p41
4,white5,l,1,655,p41
4,black4,a,1,519,p41
4,white3,l,1,460,p41
4,black1,a,1,539,p41
5,white1,l,1,1709,p41
5,love,a,1,2201,p41
5,hurt,l,1,944,p41
5,good,a,1,782,p41
5,black5,a,1,865,p41
5,joy,a,1,1184,p41
5,nasty,l,1,907,p41
5,white3,l,1,504,p41
5,agony,l,1,1325,p41
5,white4,l,1,1218,p41
5,white2,l,1,596,p41
5,white5,l,1,564,p41
5,bad,l,1,1247,p41
5,happy,a,1,830,p41
5,black2,a,1,776,p41
5,black3,a,1,858,p41
5,evil,l,1,1185,p41
5,black4,a,1,996,p41
5,black1,a,1,637,p41
5,pleasure,a,1,509,p41
1,nasty,l,1,817,p42
1,agony,l,1,1009,p42
1,pleasure,a,1,731,p42
1,hurt,l,1,703,p42
1,happy,a,1,541,p42
1,bad,l,1,441,p42
1,love,a,1,560,p42
1,joy,a,1,460,p42
1,evil,l,1,348,p42
1,good,a,1,456,p42
2,white5,a,1,811,p42
2,black4,a,0,404,p42
2,black1,l,1,574,p42
2,white4,a,1,665,p42
2,black2,l,1,496,p42
2,white2,a,1,669,p42
2,black3,l,1,565,p42
2,white1,a,1,745,p42
2,black5,l,1,438,p42
2,white3,a,1,494,p42
3,good,a,1,596,p42
3,white4,a,1,821,p42
3,agony,l,1,734,p42
3,nasty,l,1,590,p42
3,joy,a,1,637,p42
3,black1,l,1,496,p42
3,white5,a,1,682,p42
3,bad,l,1,546,p42
3,black5,l,1,502,p42
3,black2,l,1,587,p42
3,happy,a,1,565,p42
3,white1,a,1,465,p42
3,love,a,1,652,p42
3,white3,a,1,623,p42
3,hurt,l,1,571,p42
3,black3,l,1,522,p42
3,pleasure,a,1,489,p42
3,white2,a,1,768,p42
3,black4,l,1,417,p42
